employee_id,department,education,age,experience_years,hours_per_week,num_projects,performance_score,distance_from_office_km,remote_days_per_week,random_noise_1,random_noise_2,salary
E00285,Sales,Bachelor,28.8,3.8,46.1,3,41.7,12.55,1,0.63,65,70405.0
E00286,Engineering,Master,33.5,8.2,27.7,2,53.5,0.77,3,-0.593,75,95007.0
E00287,Sales,Bachelor,34.4,4.1,48.2,3,85.2,8.9,1,0.685,64,68415.0
E00288,Sales,Master,33.4,4.5,34.9,2,100.0,0.5,0,2.138,36,84782.0
E00289,Engineering,Master,42.2,10.1,44.0,1,80.9,0.63,2,-1.63,36,99550.0
E00290,HR,Bachelor,40.6,6.8,43.5,3,68.6,0.5,2,-0.842,59,68991.0
E00291,Engineering,Bachelor,37.9,14.0,48.5,4,63.5,21.88,3,-0.237,47,114349.0
E00292,Finance,Bachelor,32.3,5.1,45.3,6,55.7,14.7,1,-0.417,34,70428.0
E00293,Engineering,Bachelor,34.5,11.0,27.7,2,100.0,8.35,1,-0.333,48,116645.0
E00294,HR,Bachelor,32.1,7.4,37.3,2,67.2,,2,-1.304,53,74962.0
E00295,Finance,Bachelor,35.3,10.2,42.8,4,100.0,1.22,1,1.404,23,98406.0
E00296,Finance,Bachelor,29.0,5.2,40.8,3,90.9,1.04,3,-1.423,63,83607.0
E00297,HR,Bachelor,30.6,6.8,44.9,3,43.9,9.6,1,-0.2,31,54375.0
E00298,HR,Master,33.1,6.5,46.7,3,60.0,13.79,3,1.046,26,79949.0
E00299,Marketing,Master,27.0,3.7,45.7,2,60.0,13.23,1,-0.03,41,71445.0
E00300,HR,Master,39.2,9.6,40.7,3,68.8,28.02,0,-0.979,10,98505.0
E00301,Engineering,Bachelor,33.8,9.6,30.9,9,69.1,,3,-1.349,60,99820.0
E00302,Sales,Master,44.8,9.4,39.3,3,100.0,1.32,2,-0.23,73,96329.0
E00303,Sales,Master,38.8,13.1,44.5,5,53.8,1.04,2,-0.757,95,108744.0
E00304,Finance,Bachelor,40.0,12.8,35.5,4,73.4,1.56,2,0.205,28,98999.0
E00305,Sales,,28.6,5.5,45.8,8,79.2,26.55,1,-1.401,53,71890.0
E00306,Sales,Master,40.6,8.5,47.5,7,,0.91,3,0.813,50,92655.0
E00307,Marketing,Bachelor,34.9,4.5,42.8,5,,6.36,1,0.116,73,68317.0
E00308,Engineering,Bachelor,35.0,7.1,23.6,3,54.3,23.66,3,0.19,62,90973.0
E00309,Engineering,PhD,27.6,4.6,34.3,4,71.6,5.1,1,1.441,80,99326.0
E00310,Sales,Bachelor,41.1,13.5,53.3,4,,1.03,0,-0.438,85,102583.0
E00311,Sales,Bachelor,32.1,8.5,38.7,4,74.9,9.5,0,-0.726,11,89287.0
E00312,Engineering,PhD,37.5,6.1,30.1,3,78.6,1.33,3,-0.548,35,109712.0
E00313,Sales,Master,41.2,11.8,49.4,4,91.2,,2,-0.193,65,111394.0
E00314,Sales,Bachelor,27.3,0.0,42.1,6,84.1,0.5,1,-0.091,54,67111.0
E00315,Engineering,Master,21.0,0.0,48.6,9,71.1,5.82,3,-0.831,48,75811.0
E00316,Sales,Master,34.2,10.2,43.7,9,52.4,10.85,2,-2.023,17,93531.0
E00317,Marketing,Bachelor,36.3,7.2,44.8,7,61.0,1.35,2,-0.561,57,81620.0
E00318,Engineering,Master,38.6,8.0,44.2,1,66.7,0.5,2,0.36,74,96828.0
E00319,Finance,Bachelor,32.0,1.7,46.2,6,73.8,5.47,0,0.136,3,65035.0
E00320,Finance,Bachelor,29.1,6.9,55.7,3,62.8,3.9,0,1.2,59,87417.0
E00321,Sales,Master,42.9,15.0,47.8,4,56.0,2.34,2,1.955,90,117146.0
E00322,Engineering,Bachelor,40.3,10.3,32.5,3,52.2,8.85,0,0.759,57,92953.0
E00323,Sales,Master,29.7,7.7,44.7,3,45.2,10.02,2,1.383,95,80613.0
E00324,HR,Master,32.2,5.2,48.8,5,66.5,,0,0.767,35,83715.0
E00325,Marketing,Bachelor,33.2,5.4,49.2,1,48.0,33.18,1,1.71,0,70340.0
E00326,HR,Master,26.1,0.0,39.4,8,55.0,5.04,2,1.851,68,58326.0
E00327,Sales,Bachelor,29.5,8.0,49.0,6,64.1,0.5,2,0.951,21,79111.0
E00328,Marketing,Master,36.4,10.4,47.6,3,50.0,2.04,3,0.706,0,92371.0
E00329,Engineering,Bachelor,26.7,0.7,57.4,2,75.7,0.5,2,-0.205,18,68048.0
E00330,Marketing,Master,30.9,4.4,37.5,5,81.1,4.34,0,-0.041,93,75888.0
E00331,Engineering,,27.7,2.4,39.0,2,61.8,0.8,3,-0.338,78,78669.0
E00332,Marketing,Bachelor,28.8,3.1,40.2,2,63.4,21.17,0,0.621,27,64232.0
E00333,Finance,Master,34.1,7.2,39.1,4,78.1,0.5,0,-0.72,59,89723.0
E00334,Engineering,Master,28.3,0.0,36.7,4,,12.32,3,-0.191,33,74342.0
E00335,Marketing,Master,35.5,9.5,25.4,2,58.3,2.03,0,-2.355,17,96272.0
E00336,Engineering,Master,35.8,10.0,39.4,4,87.9,3.48,2,1.723,98,113886.0
E00337,Marketing,PhD,33.3,6.0,44.2,0,83.3,12.94,1,-0.22,81,93620.0
E00338,Engineering,Bachelor,21.2,0.0,39.0,2,79.0,0.5,3,0.456,36,70535.0
E00339,Finance,Bachelor,31.4,3.0,53.6,4,83.9,1.41,0,1.458,35,72007.0
E00340,Engineering,Bachelor,38.9,11.9,42.1,3,40.3,5.01,0,0.3,81,89088.0
E00341,Finance,Master,27.1,0.0,49.7,1,90.3,7.77,1,1.444,46,74941.0
E00342,HR,Bachelor,35.5,5.6,43.6,8,75.9,5.1,1,-1.242,37,72653.0
E00343,Sales,Bachelor,23.4,2.3,47.0,2,85.2,5.85,3,2.397,38,80554.0
E00344,HR,Bachelor,31.3,10.2,43.7,3,75.8,9.49,2,1.087,44,93937.0
E00345,HR,Master,32.1,4.3,50.2,3,70.7,0.5,0,0.209,52,77998.0
E00346,Finance,Bachelor,35.6,8.6,42.3,1,65.9,3.2,3,1.425,4,86284.0
E00347,Engineering,Master,36.8,9.3,45.0,8,75.5,4.84,1,-1.169,48,104333.0
E00348,Sales,Bachelor,40.0,14.3,44.2,8,65.3,9.08,3,-0.289,43,96216.0
E00349,Engineering,PhD,35.2,6.2,40.3,4,83.0,4.83,3,1.444,27,96862.0
E00350,Marketing,Bachelor,38.3,8.5,44.4,4,46.2,4.04,0,-1.867,35,71401.0
E00351,Engineering,Bachelor,29.5,1.1,55.4,4,61.9,2.64,2,0.56,42,65622.0
E00352,Sales,Master,38.0,11.8,40.4,1,100.0,6.06,1,0.532,36,99110.0
E00353,Sales,PhD,24.6,4.0,44.5,7,60.6,1.58,1,1.969,90,82096.0
E00354,Sales,Bachelor,34.1,4.8,49.5,3,66.4,0.64,1,-1.583,52,69589.0
E00355,Sales,Bachelor,37.6,6.9,48.8,4,56.8,,2,1.61,50,74228.0
E00356,HR,Master,29.7,0.7,42.1,4,75.0,7.69,1,-0.559,26,60846.0
E00357,HR,Master,32.3,7.9,27.7,8,59.0,0.81,0,-0.447,91,81360.0
E00358,Sales,Bachelor,39.9,10.9,45.1,2,67.2,0.5,1,-1.222,2,99207.0
E00359,Sales,Bachelor,37.8,8.2,28.7,5,82.7,8.07,0,-1.088,55,89144.0
E00360,Finance,Master,32.3,0.6,50.8,3,59.5,12.54,3,0.404,16,63140.0
E00361,Engineering,Master,30.9,6.5,43.0,1,81.8,5.87,2,-1.112,76,95931.0
E00362,Engineering,Master,36.3,10.0,48.0,2,82.3,0.5,1,0.74,37,107340.0
E00363,Engineering,Master,29.2,0.0,36.6,8,85.8,1.62,1,-0.663,29,72616.0
E00364,Marketing,Bachelor,29.9,2.7,32.7,2,72.1,0.5,0,-1.213,5,59824.0
E00365,Sales,PhD,34.2,10.5,43.6,6,100.0,11.26,1,-0.528,79,120672.0
E00366,HR,Master,36.3,8.1,41.8,5,85.8,1.29,3,0.337,39,88213.0
E00367,Marketing,Master,37.4,8.6,39.1,3,74.9,14.53,0,-0.277,26,85918.0
E00368,Engineering,Bachelor,41.7,14.4,42.5,2,56.9,10.7,0,0.034,84,107201.0
E00369,Finance,Bachelor,36.5,8.9,58.6,3,68.5,4.73,3,0.696,1,87124.0
E00370,HR,Master,35.9,9.6,47.0,2,91.4,4.59,2,1.082,46,86806.0
E00371,Engineering,Bachelor,49.3,17.8,48.3,5,95.6,0.83,0,-0.31,16,127805.0
E00372,Sales,PhD,30.4,6.1,47.1,3,92.2,2.31,1,-1.044,12,104047.0
E00373,Engineering,Bachelor,29.0,3.8,50.9,5,81.8,0.88,2,0.076,2,81888.0
E00374,Engineering,Master,35.7,8.7,40.9,5,51.2,14.1,1,0.471,18,106816.0
E00375,Engineering,Master,38.4,8.8,29.7,6,77.3,5.3,1,-1.461,94,108601.0
E00376,Finance,Bachelor,27.4,4.9,40.9,2,51.4,0.69,2,-0.891,44,76747.0
E00377,Sales,Bachelor,25.9,2.9,46.9,3,47.7,13.87,2,-0.719,99,74108.0
E00378,Sales,Master,37.1,16.2,36.2,0,73.6,0.52,3,-0.208,26,121154.0
E00379,Marketing,Master,35.4,8.3,40.9,0,77.8,1.99,0,-0.761,76,91861.0
E00380,Sales,Bachelor,27.7,4.1,37.8,3,83.6,14.61,1,0.707,8,77783.0
E00381,Finance,Master,36.5,10.7,51.0,3,77.5,7.57,0,-1.605,10,99692.0
E00382,HR,PhD,35.5,6.6,46.5,2,78.0,6.09,2,-1.58,1,94035.0
E00383,Sales,Bachelor,31.1,6.0,45.9,7,55.2,16.24,2,-0.334,89,68732.0
E00384,Sales,Bachelor,36.9,9.2,45.7,2,68.4,1.45,1,-0.176,67,87693.0
E00385,Finance,Bachelor,27.9,1.8,41.8,4,47.4,2.7,2,-1.455,74,55453.0
E00386,Marketing,Bachelor,37.4,8.4,43.2,3,39.9,3.99,1,-0.607,92,70466.0
E00387,Finance,Bachelor,43.1,14.7,34.9,6,81.1,14.56,0,-0.401,33,110231.0
E00388,Engineering,Bachelor,33.8,8.9,28.9,3,58.7,1.08,2,-0.393,72,89354.0
E00389,Finance,Master,32.0,5.5,42.9,4,83.1,12.57,1,0.152,50,77719.0
E00390,Marketing,Bachelor,35.1,5.0,43.9,5,86.6,0.5,1,-0.662,54,67288.0
E00391,Engineering,PhD,33.5,5.4,49.3,2,60.7,2.35,1,1.478,66,91589.0
E00392,Sales,Bachelor,28.8,6.0,51.4,7,78.9,2.04,3,0.488,46,73448.0
E00393,Marketing,Bachelor,34.5,5.5,51.4,4,60.1,4.96,0,-0.807,2,71657.0
E00394,Engineering,Master,34.4,10.7,36.0,5,42.3,4.49,1,0.095,7,100801.0
E00395,Sales,Master,31.3,0.1,39.9,5,71.8,31.69,2,0.124,50,70504.0
E00396,HR,Bachelor,40.5,10.4,44.9,1,62.9,3.88,0,1.215,56,87932.0
E00397,Engineering,Bachelor,33.4,5.5,57.2,3,63.4,7.98,0,-0.6,73,85749.0
E00398,Sales,Bachelor,36.0,8.5,50.9,4,99.6,0.5,2,0.767,57,94174.0
E00399,Sales,Bachelor,28.9,2.5,48.7,3,47.1,11.56,2,0.042,18,59801.0
E00400,Engineering,,41.4,12.3,39.7,4,75.7,4.38,2,1.492,36,110839.0
E00401,Finance,Bachelor,37.9,12.0,36.7,4,55.1,3.74,0,1.291,44,97711.0
E00402,HR,Bachelor,38.5,10.8,46.7,6,83.6,1.17,3,0.197,98,92469.0
E00403,Engineering,Bachelor,30.6,0.9,35.4,3,74.5,22.66,1,-0.262,53,74986.0
E00404,Finance,,35.6,10.3,40.6,4,75.7,7.9,0,0.507,63,99206.0
E00405,Finance,Master,33.8,8.6,41.3,2,55.8,2.5,1,-0.18,73,89086.0
E00406,Engineering,Bachelor,24.0,0.6,51.6,4,58.5,0.5,0,1.68,36,61953.0
E00407,HR,Bachelor,30.7,6.9,39.9,2,83.9,,1,0.078,96,83830.0
E00408,Engineering,Bachelor,30.0,8.5,27.4,0,96.6,7.68,1,-0.406,67,106064.0
E00409,Finance,Bachelor,38.4,9.2,45.0,5,77.2,4.26,1,-0.46,84,82568.0
E00410,Marketing,Master,40.1,7.7,37.8,5,56.5,2.47,1,-1.213,74,90859.0
E00411,Marketing,Master,39.4,8.2,42.3,3,75.1,10.34,3,0.557,62,84042.0
E00412,Engineering,PhD,35.0,12.9,41.5,4,100.0,11.98,3,-0.82,3,125556.0
E00413,Finance,PhD,41.1,11.9,40.4,3,71.5,4.17,1,1.098,58,113806.0
E00414,Engineering,PhD,31.3,0.0,46.7,4,91.9,6.56,3,-1.293,12,86391.0
E00415,Engineering,PhD,31.4,5.7,32.8,8,58.9,26.51,3,0.127,60,90268.0
E00416,Engineering,Bachelor,33.6,6.3,38.9,4,69.4,35.6,3,1.15,70,87884.0
E00417,HR,Bachelor,21.0,0.0,46.1,3,79.3,16.32,0,-2.152,54,58220.0
E00418,Engineering,Bachelor,35.2,7.4,38.3,7,76.0,5.28,1,2.018,30,94866.0
E00419,Finance,Master,35.8,12.0,32.3,6,58.5,0.96,1,-0.425,5,99843.0
E00420,Marketing,Bachelor,30.3,2.7,46.0,3,57.9,13.99,0,0.141,67,59758.0
E00421,Engineering,Master,30.7,8.3,48.7,4,84.8,0.5,0,0.571,69,102760.0
E00422,Engineering,Master,32.0,3.3,41.7,4,87.9,3.02,2,0.726,47,96086.0
E00423,Engineering,Bachelor,34.4,4.3,30.2,3,92.7,0.5,1,0.274,71,69799.0
E00424,Marketing,Bachelor,37.6,12.9,46.2,2,,8.85,3,0.997,77,97791.0
E00425,HR,Bachelor,28.4,4.8,32.0,3,72.0,3.53,2,0.519,51,68488.0
E00426,Engineering,Bachelor,29.4,8.8,43.9,0,65.3,6.36,0,1.761,4,86221.0
E00427,HR,Master,26.2,0.0,36.7,2,90.3,4.74,3,0.522,87,64275.0
E00428,Engineering,Master,39.7,14.4,35.0,7,80.7,6.66,1,1.965,46,120781.0
E00429,HR,Master,31.8,9.4,39.3,4,,1.0,2,0.901,67,83641.0
E00430,Finance,Bachelor,34.6,6.3,40.9,5,54.5,0.82,3,-1.806,91,75010.0
E00431,HR,Bachelor,35.0,9.3,38.1,5,77.4,9.33,2,2.611,36,87252.0
E00432,Marketing,Bachelor,25.1,1.4,45.5,2,67.3,4.43,0,-0.574,62,57008.0
E00433,HR,Master,37.1,11.7,39.3,3,69.6,,0,1.496,1,95671.0
E00434,Engineering,Master,35.9,5.7,47.9,1,86.1,0.58,1,0.027,88,93946.0
E00435,Engineering,Bachelor,35.0,6.2,43.7,6,81.4,7.4,0,1.061,5,87097.0
E00436,Engineering,PhD,31.6,5.0,37.8,5,89.9,6.54,0,-0.688,54,94892.0
E00437,Sales,Bachelor,33.5,4.7,36.8,6,41.0,0.5,3,0.626,35,66532.0
E00438,Marketing,Master,33.3,9.8,32.1,5,73.8,0.8,0,-0.253,3,92487.0
E00439,Marketing,Bachelor,35.1,8.0,43.7,2,80.4,6.16,0,1.579,46,89088.0
E00440,Finance,Bachelor,37.0,9.6,39.9,3,47.1,0.58,2,0.439,93,86473.0
E00441,Engineering,Master,32.6,7.0,27.8,5,,2.39,0,0.936,16,98182.0
E00442,Marketing,,37.4,9.1,38.8,3,57.4,1.1,1,-2.164,29,75262.0
E00443,Engineering,Bachelor,30.0,5.3,36.6,2,70.3,5.41,3,-0.086,18,79763.0
E00444,Engineering,Bachelor,44.4,15.9,51.5,4,94.4,5.66,2,0.411,12,115333.0
E00445,Marketing,Bachelor,29.4,0.7,31.8,5,,,3,0.224,23,60805.0
E00446,Finance,Master,30.3,12.0,33.4,2,57.8,10.76,1,0.961,57,108247.0
E00447,Marketing,Master,43.0,12.5,48.7,4,77.9,3.86,2,-0.366,78,111821.0
E00448,Engineering,Master,21.4,3.6,50.1,1,78.4,0.5,0,0.049,69,80347.0
E00449,Marketing,Bachelor,41.1,15.9,37.5,4,75.8,15.63,1,1.181,77,104597.0
E00450,Engineering,Bachelor,41.1,11.0,38.2,7,76.0,6.85,0,-2.279,71,100757.0
E00451,Finance,Bachelor,36.9,10.9,45.7,6,,3.81,3,0.589,38,97398.0
E00452,Marketing,,29.7,7.1,28.0,5,95.3,6.81,0,-0.334,90,74788.0
E00453,Engineering,Bachelor,29.8,6.1,30.8,0,86.5,2.02,0,-0.912,17,80239.0
E00454,Engineering,PhD,36.2,6.2,40.3,1,54.1,,1,0.337,69,100692.0
E00455,Engineering,Master,29.8,8.6,51.3,2,81.9,9.59,1,1.227,11,93138.0
E00456,Finance,Master,43.0,12.6,39.4,8,83.4,8.05,1,1.039,76,107948.0
E00457,Sales,Bachelor,34.6,7.7,42.6,4,74.7,22.64,1,-0.135,8,83212.0
E00458,HR,Bachelor,26.8,3.4,48.8,3,87.0,2.76,1,0.876,21,69555.0
E00459,Marketing,Bachelor,35.5,10.3,54.6,5,72.8,,3,0.868,39,87449.0
E00460,Sales,Bachelor,34.6,10.7,38.5,2,73.0,5.51,2,-0.087,69,89614.0
E00461,Engineering,Bachelor,39.2,9.6,41.9,6,71.8,0.5,3,-0.693,4,99957.0
E00462,Finance,Bachelor,39.2,10.0,52.9,3,39.7,2.32,3,-0.635,25,84300.0
E00463,Engineering,Bachelor,27.8,5.9,32.9,5,68.8,23.83,2,0.838,33,79896.0
E00464,Sales,PhD,29.1,3.3,48.2,4,60.0,4.09,3,-0.042,73,82692.0
E00465,Marketing,Bachelor,27.9,3.5,35.9,7,52.2,0.85,0,-1.046,96,63254.0
E00466,Marketing,PhD,31.3,0.5,42.6,2,91.5,5.11,3,-1.685,61,87935.0
E00467,Finance,Bachelor,30.9,7.9,40.5,2,77.6,10.76,1,0.832,50,89755.0
E00468,Engineering,Master,38.5,6.7,36.3,4,69.6,,2,-0.547,33,99793.0
E00469,Sales,Bachelor,32.1,5.2,36.1,2,61.5,8.35,0,0.33,82,68097.0
E00470,Sales,,23.5,0.0,43.7,4,74.4,2.6,0,1.24,10,54990.0
E00471,Sales,Bachelor,27.0,2.0,48.0,4,84.9,8.99,3,-1.309,12,65475.0
E00472,Engineering,Bachelor,36.1,11.5,41.2,5,57.6,8.17,1,-0.045,20,97428.0
E00473,Engineering,PhD,27.5,4.3,42.4,2,69.9,20.47,0,-0.171,26,91335.0
E00474,Engineering,Bachelor,35.7,8.4,45.4,5,83.0,8.05,2,0.38,46,101100.0
E00475,Engineering,Master,24.8,1.4,36.2,4,41.0,5.43,0,1.239,94,74256.0
E00476,Sales,Bachelor,33.2,12.8,46.4,4,69.1,1.59,1,-1.329,65,95571.0
E00477,Marketing,Bachelor,32.3,6.4,46.9,6,63.6,6.1,2,0.57,38,76655.0
E00478,Marketing,Bachelor,29.8,8.2,57.6,4,68.0,2.46,2,1.032,21,81225.0
E00479,Sales,Bachelor,41.0,16.3,39.7,5,62.5,1.11,1,-0.186,64,110388.0
E00480,Sales,PhD,37.3,13.1,39.3,5,72.1,18.53,1,-0.137,25,110105.0
E00481,Engineering,Master,30.2,5.8,46.6,2,98.9,3.67,3,0.418,97,97461.0
E00482,Sales,Master,37.6,4.6,46.9,8,65.1,,0,0.345,47,77802.0
E00483,Engineering,Bachelor,32.9,5.7,38.8,2,74.4,12.03,0,0.582,55,86945.0
E00484,Engineering,Bachelor,36.8,9.0,39.6,4,99.9,3.66,0,0.561,90,97765.0
E00485,Sales,PhD,28.2,6.6,45.2,6,61.7,3.17,3,-0.982,30,80991.0
E00486,Sales,Bachelor,30.5,5.4,37.0,4,97.2,9.4,1,0.99,47,75237.0
E00487,Engineering,Bachelor,40.5,12.9,39.5,4,70.1,0.5,0,1.167,53,105395.0
E00488,Sales,Bachelor,30.5,6.5,42.5,7,96.7,10.35,0,0.186,27,84440.0
E00489,Sales,Master,45.9,16.2,48.0,4,81.3,2.22,0,-1.494,5,127567.0
E00490,Marketing,Master,30.8,7.4,38.4,3,74.6,1.61,3,-0.115,28,90127.0
E00491,Marketing,Master,40.3,14.1,30.9,3,69.0,,1,0.194,11,107914.0
E00492,Marketing,Master,33.7,8.4,30.5,2,60.6,14.75,0,-1.145,67,86972.0
E00493,Engineering,Bachelor,38.3,10.9,34.4,3,71.1,17.68,0,-0.36,0,105031.0
E00494,HR,PhD,29.2,4.1,34.1,5,83.5,3.67,2,-1.409,31,84040.0
E00495,Sales,Bachelor,29.8,3.6,41.1,4,69.8,8.44,2,0.607,88,67221.0
E00496,Sales,Master,35.1,8.8,34.9,3,65.3,43.91,3,0.166,56,86151.0
E00497,Marketing,Bachelor,35.8,11.0,37.8,2,66.2,1.41,0,-1.646,67,95708.0
E00498,Sales,PhD,35.6,7.2,37.4,5,84.9,6.22,0,0.351,66,103100.0
E00499,Sales,Bachelor,29.6,1.9,39.4,4,88.4,1.7,0,-0.057,29,63491.0
